sku_id,warehouse_id,period,actual_consumption_qty,avg_daily_consumption,trend_direction,demand_variability
PRD-006,WHS-KRW-01,2025-11,992,33.1,decreasing,0.1
PRD-006,WHS-KRW-01,2026-12,950,31.7,decreasing,0.11
PRD-006,WHS-KRW-01,2026-01,922,30.7,decreasing,0.12
PRD-006,WHS-KRW-01,2026-02,876,29.2,decreasing,0.14
PRD-006,WHS-KRW-01,2026-03,949,31.6,decreasing,0.12
PRD-006,WHS-KRW-01,2026-04,972,32.4,decreasing,0.12
PRD-006,WHS-KRW-01,2026-05,907,30.2,decreasing,0.06
PRD-006,WHS-KRW-01,2026-06,944,31.5,decreasing,0.08
PRD-006,WHS-KRW-01,2026-07,884,29.5,decreasing,0.13
PRD-006,WHS-KRW-01,2026-08,935,31.2,decreasing,0.08
PRD-007,WHS-SBY-01,2025-08,1471,49.0,stable,0.08
PRD-007,WHS-SBY-01,2025-09,1500,50.0,increasing,0.11
PRD-007,WHS-SBY-01,2025-10,1403,46.8,increasing,0.12
PRD-007,WHS-SBY-01,2025-11,1468,48.9,increasing,0.12
PRD-007,WHS-SBY-01,2026-12,1439,48.0,increasing,0.11
PRD-007,WHS-SBY-01,2026-01,1517,50.6,increasing,0.13
PRD-007,WHS-SBY-01,2026-02,1512,50.4,increasing,0.07
PRD-007,WHS-SBY-01,2026-03,1655,55.2,increasing,0.11
PRD-007,WHS-SBY-01,2026-04,1559,52.0,increasing,0.09
PRD-007,WHS-SBY-01,2026-05,1672,55.7,increasing,0.1
PRD-007,WHS-SBY-01,2026-06,1725,57.5,increasing,0.15
PRD-007,WHS-SBY-01,2026-07,1732,57.7,increasing,0.12
PRD-007,WHS-SBY-01,2026-08,1632,54.4,increasing,0.12
PRD-007,WHS-KRW-01,2025-08,1389,46.3,stable,0.15
PRD-007,WHS-KRW-01,2025-09,1411,47.0,decreasing,0.08
PRD-007,WHS-KRW-01,2025-10,1533,51.1,decreasing,0.06
PRD-007,WHS-KRW-01,2025-11,1345,44.8,decreasing,0.15
PRD-007,WHS-KRW-01,2026-12,1464,48.8,decreasing,0.13
PRD-007,WHS-KRW-01,2026-01,1416,47.2,decreasing,0.14
PRD-007,WHS-KRW-01,2026-02,1431,47.7,decreasing,0.12
PRD-007,WHS-KRW-01,2026-03,1376,45.9,decreasing,0.09
PRD-007,WHS-KRW-01,2026-04,1312,43.7,decreasing,0.12
PRD-007,WHS-KRW-01,2026-05,1465,48.8,decreasing,0.14
PRD-007,WHS-KRW-01,2026-06,1451,48.4,decreasing,0.13
PRD-007,WHS-KRW-01,2026-07,1294,43.1,decreasing,0.13
PRD-007,WHS-KRW-01,2026-08,1385,46.2,decreasing,0.1
PRD-008,WHS-SBY-01,2025-08,1863,62.1,stable,0.13
PRD-008,WHS-SBY-01,2025-09,1956,65.2,increasing,0.13
PRD-008,WHS-SBY-01,2025-10,2052,68.4,increasing,0.15
PRD-008,WHS-SBY-01,2025-11,2059,68.6,increasing,0.15
PRD-008,WHS-SBY-01,2026-12,2186,72.9,increasing,0.11
PRD-008,WHS-SBY-01,2026-01,2159,72.0,increasing,0.1
PRD-008,WHS-SBY-01,2026-02,2227,74.2,increasing,0.1
PRD-008,WHS-SBY-01,2026-03,2281,76.0,increasing,0.12
PRD-008,WHS-SBY-01,2026-04,2165,72.2,increasing,0.08
PRD-008,WHS-SBY-01,2026-05,2113,70.4,increasing,0.11
PRD-008,WHS-SBY-01,2026-06,2327,77.6,increasing,0.1
PRD-008,WHS-SBY-01,2026-07,2307,76.9,increasing,0.08
PRD-008,WHS-SBY-01,2026-08,2135,71.2,increasing,0.08
PRD-008,WHS-KRW-01,2025-08,1320,44.0,stable,0.14
PRD-008,WHS-KRW-01,2025-09,1254,41.8,decreasing,0.07
PRD-008,WHS-KRW-01,2025-10,1309,43.6,decreasing,0.07
PRD-008,WHS-KRW-01,2025-11,1262,42.1,decreasing,0.09
PRD-008,WHS-KRW-01,2026-12,1277,42.6,decreasing,0.1
PRD-008,WHS-KRW-01,2026-01,1210,40.3,decreasing,0.13
PRD-008,WHS-KRW-01,2026-02,1268,42.3,decreasing,0.13
PRD-008,WHS-KRW-01,2026-03,1371,45.7,decreasing,0.05
PRD-008,WHS-KRW-01,2026-04,1346,44.9,decreasing,0.11
PRD-008,WHS-KRW-01,2026-05,1253,41.8,decreasing,0.14
PRD-008,WHS-KRW-01,2026-06,1207,40.2,decreasing,0.09
PRD-008,WHS-KRW-01,2026-07,1314,43.8,decreasing,0.13
PRD-008,WHS-KRW-01,2026-08,1233,41.1,decreasing,0.12
PRD-009,WHS-SBY-01,2025-08,2305,76.8,stable,0.14
PRD-009,WHS-SBY-01,2025-09,2228,74.3,increasing,0.08
PRD-009,WHS-SBY-01,2025-10,2260,75.3,increasing,0.09
PRD-009,WHS-SBY-01,2025-11,2361,78.7,increasing,0.13
PRD-009,WHS-SBY-01,2026-12,2415,80.5,increasing,0.13
PRD-009,WHS-SBY-01,2026-01,2523,84.1,increasing,0.15
PRD-009,WHS-SBY-01,2026-02,2411,80.4,increasing,0.14
PRD-009,WHS-SBY-01,2026-03,2466,82.2,increasing,0.12
PRD-009,WHS-SBY-01,2026-04,2299,76.6,increasing,0.09
PRD-009,WHS-SBY-01,2026-05,2643,88.1,increasing,0.07
PRD-009,WHS-SBY-01,2026-06,2432,81.1,increasing,0.08
PRD-009,WHS-SBY-01,2026-07,2544,84.8,increasing,0.08
PRD-009,WHS-SBY-01,2026-08,2753,91.8,increasing,0.08
PRD-009,WHS-KRW-01,2025-08,536,17.9,stable,0.09
PRD-009,WHS-KRW-01,2025-09,522,17.4,decreasing,0.1
PRD-009,WHS-KRW-01,2025-10,511,17.0,decreasing,0.06
PRD-009,WHS-KRW-01,2025-11,523,17.4,decreasing,0.07
PRD-009,WHS-KRW-01,2026-12,450,15.0,decreasing,0.15
PRD-009,WHS-KRW-01,2026-01,444,14.8,decreasing,0.05
PRD-009,WHS-KRW-01,2026-02,456,15.2,decreasing,0.13
PRD-009,WHS-KRW-01,2026-03,481,16.0,decreasing,0.07
PRD-009,WHS-KRW-01,2026-04,466,15.5,decreasing,0.06
PRD-009,WHS-KRW-01,2026-05,497,16.6,decreasing,0.1
PRD-009,WHS-KRW-01,2026-06,442,14.7,decreasing,0.09
PRD-009,WHS-KRW-01,2026-07,463,15.4,decreasing,0.15
PRD-009,WHS-KRW-01,2026-08,467,15.6,decreasing,0.13
PRD-010,WHS-SBY-01,2025-08,1219,40.6,stable,0.06
PRD-010,WHS-SBY-01,2025-09,1064,35.5,increasing,0.08
PRD-010,WHS-SBY-01,2025-10,1202,40.1,increasing,0.15
PRD-010,WHS-SBY-01,2025-11,1166,38.9,increasing,0.12
PRD-010,WHS-SBY-01,2026-12,1121,37.4,increasing,0.12
PRD-010,WHS-SBY-01,2026-01,1244,41.5,increasing,0.06
PRD-010,WHS-SBY-01,2026-02,1291,43.0,increasing,0.14
PRD-010,WHS-SBY-01,2026-03,1274,42.5,increasing,0.06
PRD-010,WHS-SBY-01,2026-04,1369,45.6,increasing,0.13
PRD-010,WHS-SBY-01,2026-05,1256,41.9,increasing,0.09
PRD-010,WHS-SBY-01,2026-06,1278,42.6,increasing,0.1
PRD-010,WHS-SBY-01,2026-07,1288,42.9,increasing,0.13
PRD-010,WHS-SBY-01,2026-08,1408,46.9,increasing,0.06
PRD-010,WHS-KRW-01,2025-08,1574,52.5,stable,0.13
PRD-010,WHS-KRW-01,2025-09,1579,52.6,decreasing,0.09
PRD-010,WHS-KRW-01,2025-10,1573,52.4,decreasing,0.15
PRD-010,WHS-KRW-01,2025-11,1448,48.3,decreasing,0.13
PRD-010,WHS-KRW-01,2026-12,1500,50.0,decreasing,0.1
PRD-010,WHS-KRW-01,2026-01,1464,48.8,decreasing,0.12
PRD-010,WHS-KRW-01,2026-02,1412,47.1,decreasing,0.14
PRD-010,WHS-KRW-01,2026-03,1531,51.0,decreasing,0.06
PRD-010,WHS-KRW-01,2026-04,1530,51.0,decreasing,0.07
PRD-010,WHS-KRW-01,2026-05,1421,47.4,decreasing,0.11
PRD-010,WHS-KRW-01,2026-06,1390,46.3,decreasing,0.05
PRD-010,WHS-KRW-01,2026-07,1484,49.5,decreasing,0.07
PRD-010,WHS-KRW-01,2026-08,1328,44.3,decreasing,0.13
PRD-011,WHS-SBY-01,2025-08,1444,48.1,stable,0.11
PRD-011,WHS-SBY-01,2025-09,1611,53.7,increasing,0.11
PRD-011,WHS-SBY-01,2025-10,1546,51.5,increasing,0.07
PRD-011,WHS-SBY-01,2025-11,1499,50.0,increasing,0.09
PRD-011,WHS-SBY-01,2026-12,1600,53.3,increasing,0.07
PRD-011,WHS-SBY-01,2026-01,1603,53.4,increasing,0.12
PRD-011,WHS-SBY-01,2026-02,1618,53.9,increasing,0.05
PRD-011,WHS-SBY-01,2026-03,1599,53.3,increasing,0.09
PRD-011,WHS-SBY-01,2026-04,1607,53.6,increasing,0.12
PRD-011,WHS-SBY-01,2026-05,1663,55.4,increasing,0.11
PRD-011,WHS-SBY-01,2026-06,1678,55.9,increasing,0.15
PRD-011,WHS-SBY-01,2026-07,1758,58.6,increasing,0.09
PRD-011,WHS-SBY-01,2026-08,1753,58.4,increasing,0.08
PRD-011,WHS-KRW-01,2025-08,1194,39.8,stable,0.07
PRD-011,WHS-KRW-01,2025-09,1185,39.5,decreasing,0.1
PRD-011,WHS-KRW-01,2025-10,1304,43.5,decreasing,0.07
PRD-011,WHS-KRW-01,2025-11,1185,39.5,decreasing,0.1
PRD-011,WHS-KRW-01,2026-12,1275,42.5,decreasing,0.15
PRD-011,WHS-KRW-01,2026-01,1225,40.8,decreasing,0.08
PRD-011,WHS-KRW-01,2026-02,1133,37.8,decreasing,0.07
PRD-011,WHS-KRW-01,2026-03,1148,38.3,decreasing,0.07
PRD-011,WHS-KRW-01,2026-04,1098,36.6,decreasing,0.1
PRD-011,WHS-KRW-01,2026-05,1137,37.9,decreasing,0.15
PRD-011,WHS-KRW-01,2026-06,1180,39.3,decreasing,0.12
PRD-011,WHS-KRW-01,2026-07,1090,36.3,decreasing,0.14
PRD-011,WHS-KRW-01,2026-08,1148,38.3,decreasing,0.14
PRD-012,WHS-SBY-01,2025-08,1906,63.5,stable,0.1
PRD-012,WHS-SBY-01,2025-09,1953,65.1,increasing,0.15
PRD-012,WHS-SBY-01,2025-10,1953,65.1,increasing,0.14
PRD-012,WHS-SBY-01,2025-11,1936,64.5,increasing,0.06
PRD-012,WHS-SBY-01,2026-12,2090,69.7,increasing,0.11
PRD-012,WHS-SBY-01,2026-01,2186,72.9,increasing,0.07
PRD-012,WHS-SBY-01,2026-02,2259,75.3,increasing,0.14
PRD-012,WHS-SBY-01,2026-03,2037,67.9,increasing,0.07
PRD-012,WHS-SBY-01,2026-04,2232,74.4,increasing,0.09
PRD-012,WHS-SBY-01,2026-05,2276,75.9,increasing,0.11
PRD-012,WHS-SBY-01,2026-06,2371,79.0,increasing,0.09
PRD-012,WHS-SBY-01,2026-07,2451,81.7,increasing,0.08
PRD-012,WHS-SBY-01,2026-08,2363,78.8,increasing,0.09
PRD-012,WHS-KRW-01,2025-08,2002,66.7,stable,0.11
PRD-012,WHS-KRW-01,2025-09,2023,67.4,decreasing,0.14
PRD-012,WHS-KRW-01,2025-10,1842,61.4,decreasing,0.07
PRD-012,WHS-KRW-01,2025-11,1966,65.5,decreasing,0.07
PRD-012,WHS-KRW-01,2026-12,1801,60.0,decreasing,0.06
PRD-012,WHS-KRW-01,2026-01,1735,57.8,decreasing,0.1
PRD-012,WHS-KRW-01,2026-02,1897,63.2,decreasing,0.08
PRD-012,WHS-KRW-01,2026-03,1774,59.1,decreasing,0.12
PRD-012,WHS-KRW-01,2026-04,1898,63.3,decreasing,0.1
PRD-012,WHS-KRW-01,2026-05,1877,62.6,decreasing,0.14
PRD-012,WHS-KRW-01,2026-06,1890,63.0,decreasing,0.11
PRD-012,WHS-KRW-01,2026-07,1837,61.2,decreasing,0.14
PRD-012,WHS-KRW-01,2026-08,1754,58.5,decreasing,0.1
PRD-013,WHS-SBY-01,2025-08,1177,39.2,stable,0.13
PRD-013,WHS-SBY-01,2025-09,1044,34.8,increasing,0.07
PRD-013,WHS-SBY-01,2025-10,1103,36.8,increasing,0.12
PRD-013,WHS-SBY-01,2025-11,1167,38.9,increasing,0.08
PRD-013,WHS-SBY-01,2026-12,1100,36.7,increasing,0.12
PRD-013,WHS-SBY-01,2026-01,1225,40.8,increasing,0.14
PRD-013,WHS-SBY-01,2026-02,1204,40.1,increasing,0.1
PRD-013,WHS-SBY-01,2026-03,1139,38.0,increasing,0.05
PRD-013,WHS-SBY-01,2026-04,1224,40.8,increasing,0.08
PRD-013,WHS-SBY-01,2026-05,1204,40.1,increasing,0.06
PRD-013,WHS-SBY-01,2026-06,1364,45.5,increasing,0.13
PRD-013,WHS-SBY-01,2026-07,1302,43.4,increasing,0.15
PRD-013,WHS-SBY-01,2026-08,1408,46.9,increasing,0.12
PRD-013,WHS-KRW-01,2025-08,1367,45.6,stable,0.13
PRD-013,WHS-KRW-01,2025-09,1270,42.3,decreasing,0.1
PRD-013,WHS-KRW-01,2025-10,1317,43.9,decreasing,0.08
PRD-013,WHS-KRW-01,2025-11,1423,47.4,decreasing,0.09
PRD-013,WHS-KRW-01,2026-12,1373,45.8,decreasing,0.15
PRD-013,WHS-KRW-01,2026-01,1290,43.0,decreasing,0.09
PRD-013,WHS-KRW-01,2026-02,1249,41.6,decreasing,0.06
PRD-013,WHS-KRW-01,2026-03,1206,40.2,decreasing,0.09
PRD-013,WHS-KRW-01,2026-04,1263,42.1,decreasing,0.12
PRD-013,WHS-KRW-01,2026-05,1233,41.1,decreasing,0.13
PRD-013,WHS-KRW-01,2026-06,1150,38.3,decreasing,0.06
PRD-013,WHS-KRW-01,2026-07,1183,39.4,decreasing,0.06
PRD-013,WHS-KRW-01,2026-08,1274,42.5,decreasing,0.14
PRD-014,WHS-SBY-01,2025-08,822,27.4,stable,0.1
PRD-014,WHS-SBY-01,2025-09,802,26.7,increasing,0.07
PRD-014,WHS-SBY-01,2025-10,807,26.9,increasing,0.13
PRD-014,WHS-SBY-01,2025-11,854,28.5,increasing,0.13
PRD-014,WHS-SBY-01,2026-12,809,27.0,increasing,0.1
PRD-014,WHS-SBY-01,2026-01,921,30.7,increasing,0.09
PRD-014,WHS-SBY-01,2026-02,901,30.0,increasing,0.06
PRD-014,WHS-SBY-01,2026-03,953,31.8,increasing,0.11
PRD-014,WHS-SBY-01,2026-04,860,28.7,increasing,0.07
PRD-014,WHS-SBY-01,2026-05,917,30.6,increasing,0.11
PRD-014,WHS-SBY-01,2026-06,862,28.7,increasing,0.15
PRD-014,WHS-SBY-01,2026-07,996,33.2,increasing,0.1
PRD-014,WHS-SBY-01,2026-08,888,29.6,increasing,0.13
PRD-014,WHS-KRW-01,2025-08,1945,64.8,stable,0.08
PRD-014,WHS-KRW-01,2025-09,1864,62.1,decreasing,0.09
PRD-014,WHS-KRW-01,2025-10,1785,59.5,decreasing,0.1
PRD-014,WHS-KRW-01,2025-11,1764,58.8,decreasing,0.06
PRD-014,WHS-KRW-01,2026-12,1674,55.8,decreasing,0.11
PRD-014,WHS-KRW-01,2026-01,1816,60.5,decreasing,0.06
PRD-014,WHS-KRW-01,2026-02,1613,53.8,decreasing,0.13
PRD-014,WHS-KRW-01,2026-03,1815,60.5,decreasing,0.08
PRD-014,WHS-KRW-01,2026-04,1781,59.4,decreasing,0.08
PRD-014,WHS-KRW-01,2026-05,1554,51.8,decreasing,0.12
PRD-014,WHS-KRW-01,2026-06,1764,58.8,decreasing,0.11
PRD-014,WHS-KRW-01,2026-07,1702,56.7,decreasing,0.14
PRD-014,WHS-KRW-01,2026-08,1631,54.4,decreasing,0.1
PRD-015,WHS-SBY-01,2025-08,1492,49.7,stable,0.1
PRD-015,WHS-SBY-01,2025-09,1491,49.7,increasing,0.08
PRD-015,WHS-SBY-01,2025-10,1448,48.3,increasing,0.12
PRD-015,WHS-SBY-01,2025-11,1564,52.1,increasing,0.07
PRD-015,WHS-SBY-01,2026-12,1637,54.6,increasing,0.05
PRD-015,WHS-SBY-01,2026-01,1653,55.1,increasing,0.12
PRD-015,WHS-SBY-01,2026-02,1693,56.4,increasing,0.09
PRD-015,WHS-SBY-01,2026-03,1678,55.9,increasing,0.13
PRD-015,WHS-SBY-01,2026-04,1785,59.5,increasing,0.1
PRD-015,WHS-SBY-01,2026-05,1555,51.8,increasing,0.1
PRD-015,WHS-SBY-01,2026-06,1726,57.5,increasing,0.14
PRD-015,WHS-SBY-01,2026-07,1827,60.9,increasing,0.09
PRD-015,WHS-SBY-01,2026-08,1753,58.4,increasing,0.1
PRD-015,WHS-KRW-01,2025-08,1079,36.0,stable,0.12
PRD-015,WHS-KRW-01,2025-09,1026,34.2,decreasing,0.1
PRD-015,WHS-KRW-01,2025-10,1158,38.6,decreasing,0.08
PRD-015,WHS-KRW-01,2025-11,1101,36.7,decreasing,0.11
PRD-015,WHS-KRW-01,2026-12,1119,37.3,decreasing,0.14
PRD-015,WHS-KRW-01,2026-01,1111,37.0,decreasing,0.09
