schedule_id,schedule_date,shift_number,line_id,machine_id,sku_id,planned_start_time,planned_end_time,planned_qty
SCH-20260701-MCH-SHOTPEEN-01-S2,2026-07-01,2,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-01 08:00:00,2026-07-01 16:00:00,560
SCH-20260701-MCH-SHOTPEEN-01-S3,2026-07-01,3,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-01 16:00:00,2026-07-02 00:00:00,560
SCH-20260701-MCH-PRESS-01-S1,2026-07-01,1,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-01 00:00:00,2026-07-01 08:00:00,560
SCH-20260701-MCH-PRESS-01-S2,2026-07-01,2,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-01 08:00:00,2026-07-01 16:00:00,560
SCH-20260701-MCH-PRESS-01-S3,2026-07-01,3,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-01 16:00:00,2026-07-02 00:00:00,560
SCH-20260701-MCH-STABILIZER-01-S1,2026-07-01,1,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-01 00:00:00,2026-07-01 08:00:00,420
SCH-20260701-MCH-STABILIZER-01-S2,2026-07-01,2,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-01 08:00:00,2026-07-01 16:00:00,420
SCH-20260701-MCH-STABILIZER-01-S3,2026-07-01,3,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-01 16:00:00,2026-07-02 00:00:00,420
SCH-20260701-MCH-TESTING-01-S1,2026-07-01,1,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-01 00:00:00,2026-07-01 08:00:00,560
SCH-20260701-MCH-TESTING-01-S2,2026-07-01,2,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-01 08:00:00,2026-07-01 16:00:00,560
SCH-20260701-MCH-TESTING-01-S3,2026-07-01,3,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-01 16:00:00,2026-07-02 00:00:00,560
SCH-20260702-MCH-COILING-01-S1,2026-07-02,1,LINE-COIL-01,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-02 00:00:00,2026-07-02 08:00:00,900
SCH-20260702-MCH-COILING-01-S2,2026-07-02,2,LINE-COIL-01,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-02 08:00:00,2026-07-02 16:00:00,900
SCH-20260702-MCH-COILING-01-S3,2026-07-02,3,LINE-COIL-01,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-02 16:00:00,2026-07-03 00:00:00,900
SCH-20260702-MCH-COILING-02-S1,2026-07-02,1,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-02 00:00:00,2026-07-02 08:00:00,900
SCH-20260702-MCH-COILING-02-S2,2026-07-02,2,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-02 08:00:00,2026-07-02 16:00:00,900
SCH-20260702-MCH-COILING-02-S3,2026-07-02,3,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-02 16:00:00,2026-07-03 00:00:00,900
SCH-20260702-MCH-HEATTREAT-01-S1,2026-07-02,1,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-02 00:00:00,2026-07-02 08:00:00,560
SCH-20260702-MCH-HEATTREAT-01-S2,2026-07-02,2,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-02 08:00:00,2026-07-02 16:00:00,560
SCH-20260702-MCH-HEATTREAT-01-S3,2026-07-02,3,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-02 16:00:00,2026-07-03 00:00:00,560
SCH-20260702-MCH-TEMPERING-01-S1,2026-07-02,1,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-02 00:00:00,2026-07-02 08:00:00,560
SCH-20260702-MCH-TEMPERING-01-S2,2026-07-02,2,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-02 08:00:00,2026-07-02 16:00:00,560
SCH-20260702-MCH-TEMPERING-01-S3,2026-07-02,3,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-02 16:00:00,2026-07-03 00:00:00,560
SCH-20260702-MCH-SHOTPEEN-01-S1,2026-07-02,1,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-02 00:00:00,2026-07-02 08:00:00,560
SCH-20260702-MCH-SHOTPEEN-01-S2,2026-07-02,2,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-02 08:00:00,2026-07-02 16:00:00,560
SCH-20260702-MCH-SHOTPEEN-01-S3,2026-07-02,3,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-02 16:00:00,2026-07-03 00:00:00,560
SCH-20260702-MCH-PRESS-01-S1,2026-07-02,1,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-02 00:00:00,2026-07-02 08:00:00,560
SCH-20260702-MCH-PRESS-01-S2,2026-07-02,2,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-02 08:00:00,2026-07-02 16:00:00,560
SCH-20260702-MCH-PRESS-01-S3,2026-07-02,3,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-02 16:00:00,2026-07-03 00:00:00,560
SCH-20260702-MCH-STABILIZER-01-S1,2026-07-02,1,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-02 00:00:00,2026-07-02 08:00:00,420
SCH-20260702-MCH-STABILIZER-01-S2,2026-07-02,2,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-02 08:00:00,2026-07-02 16:00:00,420
SCH-20260702-MCH-STABILIZER-01-S3,2026-07-02,3,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-02 16:00:00,2026-07-03 00:00:00,420
SCH-20260702-MCH-TESTING-01-S1,2026-07-02,1,LINE-COIL-01,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-02 00:00:00,2026-07-02 08:00:00,458
SCH-20260702-MCH-TESTING-01-S2,2026-07-02,2,LINE-COIL-01,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-02 08:00:00,2026-07-02 16:00:00,458
SCH-20260702-MCH-TESTING-01-S3,2026-07-02,3,LINE-COIL-01,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-02 16:00:00,2026-07-03 00:00:00,458
SCH-20260703-MCH-COILING-01-S1,2026-07-03,1,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-03 00:00:00,2026-07-03 08:00:00,840
SCH-20260703-MCH-COILING-01-S2,2026-07-03,2,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-03 08:00:00,2026-07-03 16:00:00,840
SCH-20260703-MCH-COILING-01-S3,2026-07-03,3,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-03 16:00:00,2026-07-04 00:00:00,840
SCH-20260703-MCH-COILING-02-S1,2026-07-03,1,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-03 00:00:00,2026-07-03 08:00:00,900
SCH-20260703-MCH-COILING-02-S2,2026-07-03,2,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-03 08:00:00,2026-07-03 16:00:00,900
SCH-20260703-MCH-COILING-02-S3,2026-07-03,3,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-03 16:00:00,2026-07-04 00:00:00,900
SCH-20260703-MCH-HEATTREAT-01-S1,2026-07-03,1,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-03 00:00:00,2026-07-03 08:00:00,560
SCH-20260703-MCH-HEATTREAT-01-S2,2026-07-03,2,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-03 08:00:00,2026-07-03 16:00:00,560
SCH-20260703-MCH-HEATTREAT-01-S3,2026-07-03,3,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-03 16:00:00,2026-07-04 00:00:00,560
SCH-20260703-MCH-TEMPERING-01-S1,2026-07-03,1,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-03 00:00:00,2026-07-03 08:00:00,560
SCH-20260703-MCH-TEMPERING-01-S2,2026-07-03,2,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-03 08:00:00,2026-07-03 16:00:00,560
SCH-20260703-MCH-TEMPERING-01-S3,2026-07-03,3,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-03 16:00:00,2026-07-04 00:00:00,560
SCH-20260703-MCH-SHOTPEEN-01-S1,2026-07-03,1,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-03 00:00:00,2026-07-03 08:00:00,560
SCH-20260703-MCH-SHOTPEEN-01-S2,2026-07-03,2,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-03 08:00:00,2026-07-03 16:00:00,560
SCH-20260703-MCH-SHOTPEEN-01-S3,2026-07-03,3,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-HINO-01,2026-07-03 16:00:00,2026-07-04 00:00:00,560
SCH-20260703-MCH-PRESS-01-S1,2026-07-03,1,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-03 00:00:00,2026-07-03 08:00:00,560
SCH-20260703-MCH-PRESS-01-S2,2026-07-03,2,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-03 08:00:00,2026-07-03 16:00:00,560
SCH-20260703-MCH-PRESS-01-S3,2026-07-03,3,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-03 16:00:00,2026-07-04 00:00:00,560
SCH-20260703-MCH-STABILIZER-01-S1,2026-07-03,1,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-03 00:00:00,2026-07-03 08:00:00,420
SCH-20260703-MCH-STABILIZER-01-S2,2026-07-03,2,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-03 08:00:00,2026-07-03 16:00:00,420
SCH-20260703-MCH-STABILIZER-01-S3,2026-07-03,3,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-03 16:00:00,2026-07-04 00:00:00,420
SCH-20260703-MCH-TESTING-01-S1,2026-07-03,1,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-03 00:00:00,2026-07-03 08:00:00,560
SCH-20260703-MCH-TESTING-01-S2,2026-07-03,2,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-03 08:00:00,2026-07-03 16:00:00,560
SCH-20260703-MCH-TESTING-01-S3,2026-07-03,3,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-03 16:00:00,2026-07-04 00:00:00,560
SCH-20260704-MCH-COILING-01-S1,2026-07-04,1,LINE-COIL-01,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-04 00:00:00,2026-07-04 08:00:00,900
SCH-20260704-MCH-COILING-01-S2,2026-07-04,2,LINE-COIL-01,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-04 08:00:00,2026-07-04 16:00:00,900
SCH-20260704-MCH-COILING-01-S3,2026-07-04,3,LINE-COIL-01,MCH-COILING-01,SKU-CS-HONDA-02,2026-07-04 16:00:00,2026-07-05 00:00:00,900
SCH-20260704-MCH-COILING-02-S1,2026-07-04,1,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-04 00:00:00,2026-07-04 08:00:00,900
SCH-20260704-MCH-COILING-02-S2,2026-07-04,2,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-04 08:00:00,2026-07-04 16:00:00,900
SCH-20260704-MCH-COILING-02-S3,2026-07-04,3,LINE-COIL-01,MCH-COILING-02,SKU-CS-HONDA-02,2026-07-04 16:00:00,2026-07-05 00:00:00,900
SCH-20260704-MCH-HEATTREAT-01-S1,2026-07-04,1,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-04 00:00:00,2026-07-04 08:00:00,560
SCH-20260704-MCH-HEATTREAT-01-S2,2026-07-04,2,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-04 08:00:00,2026-07-04 16:00:00,560
SCH-20260704-MCH-HEATTREAT-01-S3,2026-07-04,3,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-04 16:00:00,2026-07-05 00:00:00,560
SCH-20260704-MCH-TEMPERING-01-S1,2026-07-04,1,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-04 00:00:00,2026-07-04 08:00:00,458
SCH-20260704-MCH-TEMPERING-01-S2,2026-07-04,2,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-04 08:00:00,2026-07-04 16:00:00,458
SCH-20260704-MCH-TEMPERING-01-S3,2026-07-04,3,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-04 16:00:00,2026-07-05 00:00:00,458
SCH-20260704-MCH-SHOTPEEN-01-S1,2026-07-04,1,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-04 00:00:00,2026-07-04 08:00:00,458
SCH-20260704-MCH-SHOTPEEN-01-S2,2026-07-04,2,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-04 08:00:00,2026-07-04 16:00:00,458
SCH-20260704-MCH-SHOTPEEN-01-S3,2026-07-04,3,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-04 16:00:00,2026-07-05 00:00:00,458
SCH-20260704-MCH-PRESS-01-S1,2026-07-04,1,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-04 00:00:00,2026-07-04 08:00:00,560
SCH-20260704-MCH-PRESS-01-S2,2026-07-04,2,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-04 08:00:00,2026-07-04 16:00:00,560
SCH-20260704-MCH-PRESS-01-S3,2026-07-04,3,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-04 16:00:00,2026-07-05 00:00:00,560
SCH-20260704-MCH-STABILIZER-01-S1,2026-07-04,1,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-04 00:00:00,2026-07-04 08:00:00,420
SCH-20260704-MCH-STABILIZER-01-S2,2026-07-04,2,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-04 08:00:00,2026-07-04 16:00:00,420
SCH-20260704-MCH-STABILIZER-01-S3,2026-07-04,3,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-CANTER-01,2026-07-04 16:00:00,2026-07-05 00:00:00,420
SCH-20260704-MCH-TESTING-01-S1,2026-07-04,1,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-04 00:00:00,2026-07-04 08:00:00,560
SCH-20260704-MCH-TESTING-01-S2,2026-07-04,2,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-04 08:00:00,2026-07-04 16:00:00,560
SCH-20260704-MCH-TESTING-01-S3,2026-07-04,3,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-04 16:00:00,2026-07-05 00:00:00,560
SCH-20260705-MCH-COILING-01-S1,2026-07-05,1,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-05 00:00:00,2026-07-05 08:00:00,840
SCH-20260705-MCH-COILING-01-S2,2026-07-05,2,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-05 08:00:00,2026-07-05 16:00:00,840
SCH-20260705-MCH-COILING-01-S3,2026-07-05,3,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-05 16:00:00,2026-07-06 00:00:00,840
SCH-20260705-MCH-COILING-02-S1,2026-07-05,1,LINE-COIL-01,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-05 00:00:00,2026-07-05 08:00:00,840
SCH-20260705-MCH-COILING-02-S2,2026-07-05,2,LINE-COIL-01,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-05 08:00:00,2026-07-05 16:00:00,840
SCH-20260705-MCH-COILING-02-S3,2026-07-05,3,LINE-COIL-01,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-05 16:00:00,2026-07-06 00:00:00,840
SCH-20260705-MCH-HEATTREAT-01-S1,2026-07-05,1,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-05 00:00:00,2026-07-05 08:00:00,458
SCH-20260705-MCH-HEATTREAT-01-S2,2026-07-05,2,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-05 08:00:00,2026-07-05 16:00:00,458
SCH-20260705-MCH-HEATTREAT-01-S3,2026-07-05,3,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-ISUZU-02,2026-07-05 16:00:00,2026-07-06 00:00:00,458
SCH-20260705-MCH-TEMPERING-01-S1,2026-07-05,1,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-05 00:00:00,2026-07-05 08:00:00,458
SCH-20260705-MCH-TEMPERING-01-S2,2026-07-05,2,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-05 08:00:00,2026-07-05 16:00:00,458
SCH-20260705-MCH-TEMPERING-01-S3,2026-07-05,3,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-ISUZU-02,2026-07-05 16:00:00,2026-07-06 00:00:00,458
SCH-20260705-MCH-SHOTPEEN-01-S1,2026-07-05,1,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-05 00:00:00,2026-07-05 08:00:00,458
SCH-20260705-MCH-SHOTPEEN-01-S2,2026-07-05,2,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-05 08:00:00,2026-07-05 16:00:00,458
SCH-20260705-MCH-SHOTPEEN-01-S3,2026-07-05,3,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-05 16:00:00,2026-07-06 00:00:00,458
SCH-20260705-MCH-PRESS-01-S1,2026-07-05,1,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-05 00:00:00,2026-07-05 08:00:00,560
SCH-20260705-MCH-PRESS-01-S2,2026-07-05,2,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-05 08:00:00,2026-07-05 16:00:00,560
SCH-20260705-MCH-PRESS-01-S3,2026-07-05,3,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-05 16:00:00,2026-07-06 00:00:00,560
SCH-20260705-MCH-STABILIZER-01-S1,2026-07-05,1,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-05 00:00:00,2026-07-05 08:00:00,630
SCH-20260705-MCH-STABILIZER-01-S2,2026-07-05,2,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-05 08:00:00,2026-07-05 16:00:00,630
SCH-20260705-MCH-STABILIZER-01-S3,2026-07-05,3,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-05 16:00:00,2026-07-06 00:00:00,630
SCH-20260705-MCH-TESTING-01-S1,2026-07-05,1,LINE-COIL-01,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-05 00:00:00,2026-07-05 08:00:00,458
SCH-20260705-MCH-TESTING-01-S2,2026-07-05,2,LINE-COIL-01,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-05 08:00:00,2026-07-05 16:00:00,458
SCH-20260705-MCH-TESTING-01-S3,2026-07-05,3,LINE-COIL-01,MCH-TESTING-01,SKU-LS-ISUZU-02,2026-07-05 16:00:00,2026-07-06 00:00:00,458
SCH-20260706-MCH-COILING-01-S1,2026-07-06,1,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-06 00:00:00,2026-07-06 08:00:00,840
SCH-20260706-MCH-COILING-01-S2,2026-07-06,2,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-06 08:00:00,2026-07-06 16:00:00,840
SCH-20260706-MCH-COILING-01-S3,2026-07-06,3,LINE-COIL-01,MCH-COILING-01,SKU-CS-TOYOTA-01,2026-07-06 16:00:00,2026-07-07 00:00:00,840
SCH-20260706-MCH-COILING-02-S1,2026-07-06,1,LINE-COIL-01,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-06 00:00:00,2026-07-06 08:00:00,840
SCH-20260706-MCH-COILING-02-S2,2026-07-06,2,LINE-COIL-01,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-06 08:00:00,2026-07-06 16:00:00,840
SCH-20260706-MCH-COILING-02-S3,2026-07-06,3,LINE-COIL-01,MCH-COILING-02,SKU-CS-TOYOTA-01,2026-07-06 16:00:00,2026-07-07 00:00:00,840
SCH-20260706-MCH-HEATTREAT-01-S1,2026-07-06,1,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-06 00:00:00,2026-07-06 08:00:00,560
SCH-20260706-MCH-HEATTREAT-01-S2,2026-07-06,2,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-06 08:00:00,2026-07-06 16:00:00,560
SCH-20260706-MCH-HEATTREAT-01-S3,2026-07-06,3,LINE-SPRING-01,MCH-HEATTREAT-01,SKU-LS-HINO-01,2026-07-06 16:00:00,2026-07-07 00:00:00,560
SCH-20260706-MCH-TEMPERING-01-S1,2026-07-06,1,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-06 00:00:00,2026-07-06 08:00:00,560
SCH-20260706-MCH-TEMPERING-01-S2,2026-07-06,2,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-06 08:00:00,2026-07-06 16:00:00,560
SCH-20260706-MCH-TEMPERING-01-S3,2026-07-06,3,LINE-SPRING-01,MCH-TEMPERING-01,SKU-LS-HINO-01,2026-07-06 16:00:00,2026-07-07 00:00:00,560
SCH-20260706-MCH-SHOTPEEN-01-S1,2026-07-06,1,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-06 00:00:00,2026-07-06 08:00:00,458
SCH-20260706-MCH-SHOTPEEN-01-S2,2026-07-06,2,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-06 08:00:00,2026-07-06 16:00:00,458
SCH-20260706-MCH-SHOTPEEN-01-S3,2026-07-06,3,LINE-SPRING-01,MCH-SHOTPEEN-01,SKU-LS-ISUZU-02,2026-07-06 16:00:00,2026-07-07 00:00:00,458
SCH-20260706-MCH-PRESS-01-S1,2026-07-06,1,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-06 00:00:00,2026-07-06 08:00:00,560
SCH-20260706-MCH-PRESS-01-S2,2026-07-06,2,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-06 08:00:00,2026-07-06 16:00:00,560
SCH-20260706-MCH-PRESS-01-S3,2026-07-06,3,LINE-SPRING-02,MCH-PRESS-01,SKU-LS-HINO-01,2026-07-06 16:00:00,2026-07-07 00:00:00,560
SCH-20260706-MCH-STABILIZER-01-S1,2026-07-06,1,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-06 00:00:00,2026-07-06 08:00:00,630
SCH-20260706-MCH-STABILIZER-01-S2,2026-07-06,2,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-06 08:00:00,2026-07-06 16:00:00,630
SCH-20260706-MCH-STABILIZER-01-S3,2026-07-06,3,LINE-STABILIZER-01,MCH-STABILIZER-01,SKU-SB-AVANZA-02,2026-07-06 16:00:00,2026-07-07 00:00:00,630
SCH-20260706-MCH-TESTING-01-S1,2026-07-06,1,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-06 00:00:00,2026-07-06 08:00:00,560
SCH-20260706-MCH-TESTING-01-S2,2026-07-06,2,LINE-COIL-01,MCH-TESTING-01,SKU-LS-HINO-01,2026-07-06 08:00:00,2026-07-06 16:00:00,560
